IP;PUTs
10.54.183.158;2
10.227.97.59;4
10.105.161.94;8
10.249.46.168;43
10.241.31.180;6
10.251.87.249;41
10.65.17.122;5
10.33.164.169;4
10.208.64.120;2
10.65.42.78;3
10.227.118.231;53
10.80.2.120;2
10.238.166.142;2
10.104.0.113;33
10.62.253.228;5
10.74.3.166;6
10.64.157.150;69
10.227.57.10;19
10.53.42.218;38
10.239.23.27;1
10.76.150.87;4
10.64.250.251;4
10.35.132.102;4
10.85.3.83;16
10.48.97.228;35
10.36.128.75;2
10.34.186.222;3
10.34.132.2;5
