IP;PUTs
10.249.46.168;24
10.105.161.94;20
10.76.150.87;2
10.53.42.218;15
10.239.23.27;1
10.65.17.122;14
10.36.128.75;5
10.80.2.120;5
10.208.64.120;1
10.85.3.83;4
10.62.253.228;1
10.251.87.249;1
10.34.186.222;13
10.227.57.10;2
10.241.31.180;22
10.227.97.59;24
10.238.166.142;2
10.64.157.150;16
