IP;PUTs
10.64.250.251;85
10.48.97.228;33
10.80.2.120;41
10.239.23.27;87
10.104.0.113;7
10.65.17.122;22
10.85.3.83;47
10.249.46.168;67
10.62.253.228;48
10.36.128.75;4
10.76.150.87;90
10.64.157.150;26
10.74.3.166;50
10.35.132.102;20
10.227.97.59;9
10.33.164.169;25
10.227.118.231;121
10.54.183.158;32
10.241.31.180;20
10.53.42.218;82
10.65.42.78;1
10.105.161.94;5
10.34.132.2;90
10.251.87.249;21
10.238.166.142;35
10.208.64.120;36
10.34.186.222;76
