IP;PUTs
10.65.42.78;154
10.251.87.249;12
10.65.17.122;1
10.33.164.169;20
10.35.132.102;5
10.208.64.120;33
10.76.150.87;1
10.74.3.166;10
10.34.186.222;42
10.227.57.10;2
10.36.128.75;1
10.104.0.113;5
10.249.46.168;5
10.85.3.83;1
10.227.118.231;1
10.34.132.2;2
10.62.253.228;1
10.64.157.150;47
